View_ID,User_ID,Show_ID,Watch_Date,Watch_Time_Minutes,Completed,Device
V01014,U0475,S125,2023-12-09,34,No,Tablet
V01015,U0782,S069,2023-03-07,112,No,Laptop
V01016,U0612,S202,2023-05-25,146,No,Mobile
V01017,U0686,S014,2023-06-27,66,No,TV
V01018,U0371,S175,2023-05-01,138,No,Mobile
V01019,U0080,S118,2023-11-09,45,No,Tablet
V01020,U0217,S155,2023-04-07,121,Yes,Mobile
V01021,U0670,S093,2023-06-23,118,No,TV
V01022,U0397,S247,2023-05-26,18,No,Laptop
V01023,U0168,S204,2023-08-04,142,Yes,Mobile
V01024,U0355,S052,2023-08-27,177,Yes,Tablet
V01025,U0327,S066,2023-01-07,157,Yes,Tablet
V01026,U0012,S249,2023-12-18,177,No,Tablet
V01027,U0311,S218,2023-08-05,76,Yes,Mobile
V01028,U0515,S191,2023-11-06,131,No,Laptop
V01029,U0115,S092,2023-10-01,118,No,Tablet
V01030,U0154,S004,2023-12-12,96,Yes,Laptop
V01031,U0446,S025,2023-04-12,128,No,Laptop
V01032,U0502,S236,2023-01-21,103,Yes,Mobile
V01033,U0259,S218,2023-11-03,96,No,Laptop
V01034,U0184,S151,2023-01-13,101,No,Tablet
V01035,U0333,S153,2023-01-09,172,No,Mobile
V01036,U0366,S019,2023-11-02,146,Yes,Tablet
V01037,U0087,S274,2023-05-08,34,Yes,TV
V01038,U0442,S141,2023-03-16,98,No,Tablet
V01039,U0751,S269,2023-12-19,155,Yes,Tablet
V01040,U0335,S191,2023-01-21,19,Yes,TV
V01041,U0392,S263,2023-11-08,30,Yes,Laptop
V01042,U0433,S206,2023-11-23,15,No,TV
V01043,U0444,S060,2023-05-12,59,Yes,Laptop
V01044,U0711,S026,2023-06-05,105,Yes,Tablet
V01045,U0282,S096,2023-04-21,80,No,Mobile
V01046,U0186,S146,2023-11-06,79,No,Mobile
V01047,U0020,S213,2023-07-28,178,Yes,TV
V01048,U0474,S163,2023-05-21,34,No,TV
V01049,U0727,S167,2023-04-26,66,Yes,Mobile
V01050,U0746,S236,2023-11-10,160,No,Tablet
V01051,U0555,S200,2023-11-22,131,No,Mobile
V01052,U0328,S178,2023-06-25,123,No,TV
V01053,U0216,S273,2023-08-25,53,No,Tablet
V01054,U0034,S293,2023-05-11,30,No,Tablet
V01055,U0086,S107,2023-10-15,145,No,Laptop
V01056,U0769,S162,2023-06-05,125,No,Tablet
V01057,U0640,S300,2023-01-16,52,Yes,Laptop
V01058,U0426,S012,2023-10-17,82,No,Tablet
V01059,U0551,S068,2023-05-01,106,No,Mobile
V01060,U0224,S109,2023-02-19,38,No,Laptop
V01061,U0786,S206,2023-04-02,150,Yes,Tablet
V01062,U0429,S143,2023-06-30,91,Yes,Laptop
V01063,U0681,S163,2023-11-19,138,Yes,Tablet
V01064,U0507,S238,2023-04-26,83,No,Tablet
V01065,U0410,S148,2023-03-22,10,Yes,Laptop
V01066,U0700,S051,2023-08-26,108,Yes,Tablet
V01067,U0194,S015,2023-08-03,168,No,TV
V01068,U0614,S293,2023-03-12,114,Yes,Mobile
V01069,U0171,S292,2023-06-16,170,Yes,Tablet
V01070,U0380,S012,2023-12-17,163,Yes,Tablet
V01071,U0166,S235,2023-10-10,104,Yes,TV
V01072,U0730,S103,2023-03-31,92,No,TV
V01073,U0032,S106,2023-05-31,157,Yes,Tablet
V01074,U0701,S228,2023-08-24,71,Yes,TV
V01075,U0619,S170,2023-08-25,50,Yes,TV
V01076,U0008,S017,2023-08-25,114,Yes,Tablet
V01077,U0428,S134,2023-07-17,147,Yes,Mobile
V01078,U0450,S247,2023-11-07,25,Yes,Laptop
V01079,U0373,S205,2023-07-23,140,Yes,Tablet
V01080,U0107,S075,2023-08-08,77,Yes,Mobile
V01081,U0423,S174,2023-03-28,46,No,TV
V01082,U0271,S050,2023-09-05,94,Yes,Mobile
V01083,U0771,S126,2023-08-23,76,No,Laptop
V01084,U0339,S231,2023-06-01,76,No,Laptop
V01085,U0780,S072,2023-11-01,47,Yes,Laptop
V01086,U0380,S289,2023-01-14,102,Yes,Laptop
V01087,U0582,S157,2023-06-07,131,Yes,Tablet
V01088,U0159,S066,2023-12-11,47,No,Laptop
V01089,U0653,S117,2023-07-16,17,No,TV
V01090,U0152,S300,2023-10-26,13,No,Laptop
V01091,U0489,S088,2023-07-06,98,No,TV
V01092,U0536,S192,2023-10-28,106,No,Tablet
V01093,U0538,S247,2023-11-28,54,Yes,Tablet
V01094,U0685,S034,2023-07-14,97,Yes,TV
V01095,U0230,S077,2023-06-08,81,Yes,Mobile
V01096,U0366,S256,2023-11-29,127,Yes,Mobile
V01097,U0760,S104,2023-09-26,103,Yes,Mobile
V01098,U0338,S260,2023-07-24,27,Yes,Laptop
V01099,U0058,S229,2023-10-11,155,Yes,TV
V01100,U0758,S094,2023-05-06,176,No,TV
V01101,U0182,S021,2023-04-27,165,No,Laptop
V01102,U0094,S098,2023-10-10,26,No,TV
V01103,U0063,S107,2023-09-25,68,No,TV
V01104,U0476,S051,2023-10-27,147,No,Mobile
V01105,U0202,S245,2023-06-13,39,Yes,Tablet
V01106,U0203,S052,2023-02-12,148,No,TV
V01107,U0308,S292,2023-11-03,12,No,Tablet
V01108,U0797,S100,2023-02-27,160,No,Tablet
V01109,U0773,S209,2023-01-01,163,No,Laptop
V01110,U0337,S260,2023-09-10,133,Yes,Laptop
V01111,U0271,S273,2023-11-27,73,No,Laptop
V01112,U0641,S226,2023-05-21,38,No,TV
V01113,U0327,S261,2023-09-07,130,Yes,Tablet
V01114,U0068,S222,2023-03-25,87,Yes,Mobile
V01115,U0654,S276,2023-08-15,56,No,TV
V01116,U0219,S158,2023-02-25,138,Yes,Laptop
V01117,U0106,S154,2023-06-13,166,No,TV
V01118,U0332,S081,2023-10-20,59,Yes,Tablet
V01119,U0625,S081,2023-03-29,93,Yes,Tablet
V01120,U0799,S138,2023-12-01,68,No,Laptop
V01121,U0380,S075,2023-08-30,88,No,Laptop
V01122,U0461,S158,2023-07-01,118,No,Tablet
V01123,U0781,S207,2023-08-02,24,Yes,Tablet
V01124,U0468,S141,2023-07-01,14,Yes,TV
V01125,U0302,S192,2023-04-17,16,No,Laptop
V01126,U0334,S286,2023-08-07,153,No,TV
V01127,U0281,S055,2023-04-21,29,No,TV
V01128,U0741,S246,2023-03-24,161,No,Tablet
V01129,U0705,S250,2023-01-24,73,No,Laptop
V01130,U0061,S052,2023-11-07,24,No,Laptop
V01131,U0449,S146,2023-05-22,38,No,Tablet
V01132,U0333,S212,2023-03-10,48,Yes,TV
V01133,U0588,S103,2023-10-29,153,No,Mobile
V01134,U0336,S294,2023-08-13,149,Yes,Laptop
V01135,U0707,S012,2023-10-13,45,No,Mobile
V01136,U0370,S229,2023-12-25,64,No,TV
V01137,U0234,S236,2023-06-14,102,No,Laptop
V01138,U0262,S012,2023-04-12,45,No,Mobile
V01139,U0438,S203,2023-11-25,134,No,Mobile
V01140,U0525,S192,2023-09-28,14,Yes,Tablet
V01141,U0552,S252,2023-01-17,82,No,Laptop
V01142,U0753,S039,2023-11-21,154,Yes,Mobile
V01143,U0545,S082,2023-10-13,141,Yes,Mobile
V01144,U0625,S098,2023-10-21,28,No,Tablet
V01145,U0463,S078,2023-05-22,176,No,Laptop
V01146,U0664,S295,2023-02-07,96,Yes,Tablet
V01147,U0022,S206,2023-09-28,157,No,Laptop
V01148,U0020,S005,2023-01-04,67,No,Laptop
V01149,U0266,S115,2023-08-07,159,Yes,Laptop
V01150,U0670,S103,2023-09-30,157,No,Laptop
V01151,U0194,S076,2023-10-23,62,Yes,Laptop
V01152,U0027,S274,2023-04-03,164,Yes,Mobile
V01153,U0071,S168,2023-03-07,90,No,TV
V01154,U0207,S156,2023-12-03,51,Yes,Tablet
V01155,U0223,S182,2023-05-19,16,Yes,TV
V01156,U0385,S014,2023-08-14,123,Yes,TV
V01157,U0458,S225,2023-07-14,112,Yes,TV
V01158,U0605,S064,2023-04-16,33,No,TV
V01159,U0167,S108,2023-09-17,40,Yes,Tablet
V01160,U0768,S163,2023-11-06,116,No,TV
V01161,U0520,S185,2023-04-18,132,Yes,Laptop
V01162,U0468,S009,2023-09-18,11,Yes,Tablet
V01163,U0103,S182,2023-08-04,102,No,Laptop
V01164,U0668,S154,2023-02-03,68,No,Mobile
V01165,U0483,S009,2023-11-30,80,No,Laptop
V01166,U0255,S091,2023-01-24,154,Yes,Mobile
V01167,U0144,S241,2023-03-07,19,Yes,Mobile
V01168,U0758,S151,2023-11-02,105,Yes,Tablet
V01169,U0177,S090,2023-03-22,142,No,TV
V01170,U0374,S057,2023-12-09,51,Yes,Mobile
V01171,U0314,S207,2023-09-12,170,Yes,Laptop
V01172,U0030,S014,2023-05-16,94,No,Mobile
V01173,U0753,S074,2023-08-29,114,Yes,Mobile
V01174,U0781,S269,2023-10-04,53,No,TV
V01175,U0358,S115,2023-02-21,33,Yes,Tablet
V01176,U0488,S238,2023-02-03,116,Yes,Tablet
V01177,U0319,S244,2023-03-10,130,Yes,Laptop
V01178,U0673,S277,2023-03-07,103,No,Mobile
V01179,U0767,S293,2023-09-02,60,No,TV
V01180,U0147,S116,2023-04-23,178,Yes,Mobile
V01181,U0290,S054,2023-02-18,73,No,TV
V01182,U0748,S155,2023-05-09,94,Yes,Tablet
V01183,U0779,S068,2023-12-09,93,No,Tablet
V01184,U0594,S018,2023-07-11,108,Yes,Mobile
V01185,U0015,S074,2023-04-12,172,Yes,Mobile
V01186,U0407,S166,2023-05-02,12,Yes,Tablet
V01187,U0193,S296,2023-09-05,113,No,Tablet
V01188,U0637,S135,2023-04-20,149,No,Tablet
V01189,U0672,S264,2023-03-02,96,No,Laptop
V01190,U0350,S250,2023-04-06,150,No,Tablet
V01191,U0685,S176,2023-12-06,142,Yes,Laptop
V01192,U0437,S014,2023-02-02,149,No,TV
V01193,U0469,S057,2023-02-18,40,Yes,Laptop
V01194,U0315,S232,2023-03-06,121,No,Mobile
V01195,U0408,S262,2023-09-16,59,Yes,TV
V01196,U0795,S009,2023-12-15,60,Yes,Laptop
V01197,U0577,S272,2023-09-27,144,Yes,Mobile
V01198,U0553,S118,2023-09-30,145,No,TV
V01199,U0103,S085,2023-07-11,172,Yes,TV
V01200,U0208,S143,2023-03-19,22,No,Tablet
V01201,U0535,S216,2023-06-01,131,No,Tablet
V01202,U0739,S154,2023-06-14,10,Yes,Mobile
V01203,U0214,S035,2023-05-09,25,No,Tablet
V01204,U0493,S083,2023-03-13,72,Yes,Tablet
V01205,U0401,S100,2023-03-23,73,No,Laptop
V01206,U0283,S072,2023-02-06,112,Yes,Mobile
V01207,U0211,S228,2023-10-27,46,Yes,Laptop
V01208,U0653,S061,2023-06-17,143,Yes,Laptop
V01209,U0791,S242,2023-09-26,69,Yes,Tablet
V01210,U0555,S233,2023-06-02,49,Yes,Mobile
V01211,U0042,S196,2023-06-24,75,No,Mobile
V01212,U0437,S300,2023-11-17,53,No,Tablet
V01213,U0536,S053,2023-05-30,32,Yes,Laptop
V01214,U0719,S222,2023-05-04,117,No,Mobile
V01215,U0789,S144,2023-11-23,80,Yes,Laptop
V01216,U0430,S129,2023-11-24,101,No,Mobile
V01217,U0731,S249,2023-01-07,72,Yes,Tablet
V01218,U0682,S137,2023-04-24,36,No,Tablet
V01219,U0622,S266,2023-10-15,180,No,Tablet
V01220,U0605,S051,2023-01-22,157,Yes,Mobile
V01221,U0370,S298,2023-03-02,164,Yes,Tablet
V01222,U0356,S226,2023-07-21,127,Yes,Mobile
V01223,U0686,S014,2023-07-24,65,No,TV
V01224,U0102,S150,2023-01-13,115,No,Mobile
V01225,U0368,S177,2023-08-22,100,No,TV
V01226,U0049,S167,2023-05-22,127,No,Laptop
V01227,U0572,S281,2023-03-24,175,Yes,Laptop
V01228,U0800,S089,2023-07-25,137,No,Mobile
V01229,U0632,S276,2023-06-20,68,No,Laptop
V01230,U0740,S047,2023-06-06,173,Yes,Tablet
V01231,U0655,S096,2023-06-10,107,No,TV
V01232,U0360,S173,2023-05-16,122,No,Laptop
V01233,U0331,S009,2023-03-23,38,Yes,TV
V01234,U0519,S287,2023-10-25,85,No,TV
V01235,U0204,S048,2023-07-23,33,Yes,Tablet
V01236,U0734,S175,2023-05-15,146,Yes,Laptop
V01237,U0395,S054,2023-07-23,85,Yes,Mobile
V01238,U0454,S021,2023-06-15,72,Yes,TV
V01239,U0027,S254,2023-12-08,67,No,TV
V01240,U0451,S111,2023-05-06,47,Yes,Mobile
V01241,U0022,S248,2023-06-01,122,Yes,Tablet
V01242,U0423,S096,2023-10-12,142,Yes,Tablet
V01243,U0765,S134,2023-11-18,103,No,Laptop
V01244,U0374,S121,2023-08-09,91,No,Laptop
V01245,U0330,S127,2023-02-09,147,Yes,TV
V01246,U0549,S161,2023-02-19,36,No,TV
V01247,U0477,S138,2023-06-28,157,Yes,Mobile
V01248,U0510,S224,2023-08-24,26,No,TV
V01249,U0573,S030,2023-01-12,98,No,Tablet
V01250,U0066,S182,2023-12-28,26,Yes,Laptop
V01251,U0746,S015,2023-10-19,163,No,Tablet
V01252,U0406,S111,2023-08-09,179,Yes,Tablet
V01253,U0339,S120,2023-06-08,155,No,Tablet
V01254,U0007,S028,2023-03-15,101,No,Mobile
V01255,U0543,S212,2023-02-06,51,Yes,TV
V01256,U0186,S016,2023-05-08,176,Yes,Tablet
V01257,U0092,S049,2023-03-03,113,No,Tablet
V01258,U0714,S243,2023-07-28,45,No,Laptop
V01259,U0319,S182,2023-04-04,55,Yes,Tablet
V01260,U0093,S095,2023-05-10,76,No,Tablet
V01261,U0360,S042,2023-04-13,96,Yes,Tablet
V01262,U0021,S032,2023-02-18,152,No,Mobile
V01263,U0098,S087,2023-12-16,10,No,Mobile
V01264,U0394,S157,2023-01-03,17,No,Laptop
V01265,U0194,S256,2023-02-05,56,Yes,TV
V01266,U0700,S080,2023-06-26,163,Yes,Laptop
V01267,U0452,S091,2023-10-21,139,Yes,TV
V01268,U0638,S020,2023-08-16,147,Yes,Mobile
V01269,U0111,S179,2023-06-09,56,No,TV
V01270,U0198,S080,2023-02-21,166,No,Laptop
V01271,U0459,S060,2023-08-21,151,No,Mobile
V01272,U0375,S073,2023-06-23,71,Yes,Tablet
V01273,U0043,S184,2023-04-07,25,No,Tablet
V01274,U0533,S047,2023-12-04,179,Yes,Laptop
V01275,U0776,S280,2023-09-27,174,No,TV
V01276,U0139,S230,2023-05-25,60,No,Laptop
V01277,U0414,S223,2023-11-17,106,No,Mobile
V01278,U0504,S054,2023-09-09,92,Yes,Tablet
V01279,U0314,S255,2023-11-09,83,No,Mobile
V01280,U0193,S046,2023-09-28,88,Yes,TV
V01281,U0757,S025,2023-11-25,146,No,Mobile
V01282,U0395,S097,2023-01-25,100,No,Mobile
V01283,U0757,S261,2023-12-17,144,No,TV
V01284,U0698,S023,2023-09-18,64,No,Mobile
V01285,U0227,S164,2023-08-23,28,Yes,TV
V01286,U0585,S008,2023-09-11,21,Yes,Tablet
V01287,U0298,S003,2023-04-16,71,Yes,Laptop
V01288,U0234,S191,2023-04-01,112,No,Mobile
V01289,U0614,S127,2023-03-21,169,Yes,Laptop
V01290,U0210,S140,2023-08-05,114,No,Mobile
V01291,U0387,S143,2023-08-01,58,No,Tablet
V01292,U0642,S203,2023-05-10,20,Yes,Tablet
V01293,U0073,S059,2023-03-07,39,Yes,TV
V01294,U0188,S275,2023-09-08,93,Yes,TV
V01295,U0292,S275,2023-05-12,83,No,Laptop
V01296,U0112,S062,2023-10-19,111,No,TV
V01297,U0206,S066,2023-02-14,142,No,Mobile
V01298,U0112,S058,2023-08-29,68,No,Mobile
V01299,U0086,S035,2023-07-18,71,Yes,Tablet
V01300,U0449,S074,2023-11-12,123,No,Mobile
V01301,U0787,S108,2023-12-06,91,Yes,Mobile
V01302,U0157,S175,2023-10-19,74,Yes,TV
V01303,U0206,S029,2023-06-29,110,No,Tablet
V01304,U0518,S033,2023-03-20,67,No,TV
V01305,U0344,S225,2023-11-18,16,Yes,Tablet
V01306,U0617,S271,2023-02-05,83,Yes,TV
V01307,U0059,S058,2023-03-15,26,No,Tablet
V01308,U0634,S087,2023-09-23,92,Yes,Laptop
V01309,U0107,S120,2023-01-20,11,Yes,Tablet
V01310,U0397,S291,2023-01-02,40,Yes,TV
V01311,U0578,S280,2023-11-18,28,Yes,Mobile
V01312,U0586,S198,2023-11-29,82,No,Tablet
V01313,U0700,S252,2023-08-19,166,Yes,Laptop
V01314,U0491,S079,2023-06-26,126,No,Laptop
V01315,U0294,S090,2023-04-25,109,Yes,Laptop
V01316,U0758,S011,2023-03-24,120,No,Laptop
V01317,U0471,S211,2023-03-15,148,Yes,TV
V01318,U0642,S181,2023-07-25,63,Yes,Tablet
V01319,U0472,S232,2023-08-04,123,No,Tablet
V01320,U0346,S167,2023-08-26,180,No,Tablet
V01321,U0252,S112,2023-03-10,58,Yes,TV
V01322,U0475,S281,2023-12-04,114,No,Laptop
V01323,U0219,S202,2023-11-26,46,No,Tablet
V01324,U0308,S212,2023-02-25,23,No,TV
V01325,U0565,S081,2023-04-22,178,No,Tablet
V01326,U0185,S227,2023-09-22,16,No,TV
V01327,U0280,S289,2023-07-17,49,Yes,Tablet
V01328,U0155,S211,2023-10-22,91,Yes,Tablet
V01329,U0781,S250,2023-05-06,90,Yes,Mobile
V01330,U0067,S044,2023-12-13,15,Yes,Mobile
V01331,U0093,S161,2023-01-28,101,No,TV
V01332,U0315,S034,2023-03-19,102,Yes,Laptop
V01333,U0487,S174,2023-10-26,54,No,Laptop
V01334,U0576,S082,2023-06-05,48,Yes,TV
V01335,U0546,S210,2023-08-01,50,Yes,Tablet
V01336,U0707,S128,2023-12-25,39,No,TV
V01337,U0774,S021,2023-08-16,44,Yes,Tablet
V01338,U0489,S088,2023-08-31,15,No,Laptop
V01339,U0459,S011,2023-08-14,135,Yes,Laptop
V01340,U0379,S036,2023-06-23,55,Yes,TV
V01341,U0694,S202,2023-11-16,48,No,Mobile
V01342,U0650,S165,2023-12-09,84,Yes,Mobile
V01343,U0017,S214,2023-07-01,53,No,Laptop
V01344,U0526,S144,2023-05-10,143,Yes,Mobile
V01345,U0171,S027,2023-09-08,176,No,TV
V01346,U0270,S230,2023-12-25,120,No,Laptop
V01347,U0768,S235,2023-01-21,178,No,Mobile
V01348,U0134,S006,2023-06-20,156,Yes,Mobile
V01349,U0205,S241,2023-06-04,107,No,Tablet
V01350,U0714,S193,2023-01-19,95,No,Laptop
V01351,U0417,S176,2023-09-20,43,No,Laptop
V01352,U0501,S145,2023-05-14,78,Yes,Mobile
V01353,U0683,S164,2023-08-19,140,Yes,Mobile
V01354,U0781,S055,2023-01-12,72,Yes,Mobile
V01355,U0067,S079,2023-04-01,156,No,TV
V01356,U0010,S007,2023-02-14,97,Yes,Mobile
V01357,U0647,S170,2023-03-21,180,No,Mobile
V01358,U0058,S072,2023-11-10,61,Yes,Mobile
V01359,U0736,S047,2023-04-06,10,Yes,Tablet
V01360,U0216,S026,2023-12-18,30,Yes,Tablet
V01361,U0488,S102,2023-06-14,136,Yes,TV
V01362,U0750,S032,2023-08-29,123,No,TV
V01363,U0082,S091,2023-09-17,60,Yes,Laptop
V01364,U0717,S064,2023-03-15,29,Yes,TV
V01365,U0775,S117,2023-04-06,51,No,Tablet
V01366,U0616,S212,2023-11-22,139,No,Laptop
V01367,U0257,S177,2023-04-22,71,No,Mobile
V01368,U0289,S083,2023-12-02,26,No,Mobile
V01369,U0353,S031,2023-02-02,168,No,Tablet
V01370,U0013,S046,2023-02-10,91,No,Laptop
V01371,U0583,S135,2023-12-24,91,Yes,Tablet
V01372,U0380,S256,2023-07-03,86,No,Tablet
V01373,U0234,S088,2023-06-10,20,Yes,Laptop
V01374,U0473,S167,2023-07-29,113,No,Tablet
V01375,U0157,S073,2023-08-26,108,No,Tablet
V01376,U0325,S196,2023-01-13,171,Yes,TV
V01377,U0015,S223,2023-07-24,179,No,TV
V01378,U0223,S049,2023-03-19,14,Yes,Tablet
V01379,U0278,S173,2023-08-30,60,Yes,Mobile
V01380,U0163,S156,2023-09-12,150,No,Laptop
V01381,U0499,S256,2023-04-27,120,Yes,Tablet
V01382,U0682,S031,2023-03-23,100,No,Mobile
V01383,U0723,S245,2023-02-04,165,No,Laptop
V01384,U0532,S254,2023-03-14,65,Yes,Tablet
V01385,U0316,S082,2023-09-09,96,Yes,Laptop
V01386,U0627,S063,2023-12-17,163,No,TV
V01387,U0350,S192,2023-09-29,42,No,Laptop
V01388,U0065,S010,2023-10-17,124,No,Laptop
V01389,U0215,S168,2023-08-02,69,Yes,Laptop
V01390,U0288,S285,2023-11-21,97,No,Laptop
V01391,U0131,S165,2023-12-24,171,Yes,TV
V01392,U0256,S251,2023-12-29,154,Yes,Tablet
V01393,U0524,S049,2023-01-10,108,No,TV
V01394,U0084,S271,2023-11-16,135,No,Tablet
V01395,U0069,S231,2023-11-05,109,No,TV
V01396,U0373,S031,2023-05-22,131,Yes,TV
V01397,U0336,S183,2023-04-25,168,Yes,Tablet
V01398,U0280,S164,2023-10-15,134,Yes,Laptop
V01399,U0662,S097,2023-11-06,162,Yes,Mobile
V01400,U0754,S100,2023-06-01,144,Yes,Laptop
V01401,U0434,S006,2023-05-08,86,No,Laptop
V01402,U0304,S013,2023-04-15,17,Yes,Tablet
V01403,U0477,S076,2023-02-10,124,No,Tablet
V01404,U0609,S228,2023-10-12,90,Yes,Mobile
V01405,U0283,S102,2023-05-21,165,No,Tablet
V01406,U0601,S066,2023-05-26,92,Yes,Mobile
V01407,U0335,S283,2023-03-05,132,Yes,Laptop
V01408,U0738,S193,2023-03-14,150,No,Mobile
V01409,U0662,S166,2023-11-18,111,No,TV
V01410,U0660,S145,2023-06-17,92,Yes,Mobile
V01411,U0741,S068,2023-09-19,137,Yes,Mobile
V01412,U0156,S053,2023-02-04,143,Yes,TV
V01413,U0095,S185,2024-01-01,101,Yes,Laptop
V01414,U0352,S036,2023-02-11,136,No,Tablet
V01415,U0538,S214,2023-10-07,174,Yes,Tablet
V01416,U0562,S046,2023-12-22,63,Yes,Tablet
V01417,U0782,S134,2023-03-23,68,Yes,TV
V01418,U0054,S116,2023-01-29,132,Yes,Mobile
V01419,U0777,S120,2023-01-22,49,Yes,TV
V01420,U0331,S199,2023-09-14,172,No,Tablet
V01421,U0505,S013,2023-01-10,116,No,Mobile
V01422,U0604,S019,2023-01-21,63,Yes,TV
V01423,U0008,S179,2023-10-26,30,No,Laptop
V01424,U0407,S109,2023-09-18,48,Yes,Mobile
V01425,U0273,S285,2023-11-18,105,No,Tablet
V01426,U0773,S132,2023-03-23,95,Yes,TV
V01427,U0403,S062,2023-06-17,176,No,Laptop
V01428,U0457,S263,2023-08-20,113,Yes,TV
V01429,U0043,S199,2023-04-05,37,Yes,TV
V01430,U0707,S110,2023-04-13,161,No,Laptop
V01431,U0056,S118,2023-07-04,155,No,Laptop
V01432,U0318,S007,2023-04-22,65,Yes,TV
V01433,U0512,S199,2023-06-20,93,Yes,Tablet
V01434,U0504,S246,2023-07-20,153,Yes,Laptop
V01435,U0080,S055,2023-12-08,10,Yes,Mobile
V01436,U0012,S141,2023-11-14,10,Yes,Laptop
V01437,U0747,S291,2023-08-16,50,No,Mobile
V01438,U0221,S098,2023-01-28,118,No,Laptop
V01439,U0428,S012,2023-02-08,86,No,Mobile
V01440,U0146,S135,2023-03-03,126,No,TV
V01441,U0488,S090,2023-03-03,13,Yes,Mobile
V01442,U0467,S297,2023-02-14,152,Yes,Laptop
V01443,U0720,S289,2023-05-19,132,Yes,Mobile
V01444,U0221,S034,2023-12-21,111,Yes,Tablet
V01445,U0510,S222,2023-01-16,129,Yes,Tablet
V01446,U0591,S023,2023-03-31,178,Yes,Mobile
V01447,U0737,S246,2023-05-24,61,No,Laptop
V01448,U0193,S121,2023-01-13,124,No,Mobile
V01449,U0577,S223,2023-11-29,153,Yes,Tablet
V01450,U0294,S187,2023-04-29,32,Yes,Laptop
V01451,U0558,S084,2023-08-22,105,No,Laptop
V01452,U0329,S178,2023-10-10,114,Yes,TV
V01453,U0382,S240,2023-10-25,98,No,Laptop
V01454,U0692,S278,2023-03-17,114,No,Laptop
V01455,U0617,S130,2023-08-10,45,Yes,Laptop
V01456,U0462,S277,2023-07-03,52,No,Mobile
V01457,U0614,S175,2023-06-25,148,Yes,TV
V01458,U0211,S203,2023-10-21,30,Yes,Tablet
V01459,U0533,S054,2023-02-27,157,Yes,Mobile
V01460,U0758,S117,2023-05-11,95,Yes,Tablet
V01461,U0750,S192,2023-03-01,150,No,Tablet
V01462,U0225,S296,2023-09-25,99,No,Tablet
V01463,U0232,S233,2023-12-19,49,Yes,TV
V01464,U0508,S074,2023-01-01,28,Yes,Laptop
V01465,U0311,S108,2023-05-04,148,No,Mobile
V01466,U0017,S016,2023-04-08,85,Yes,Mobile
V01467,U0795,S037,2023-04-17,27,Yes,Laptop
V01468,U0433,S184,2023-08-20,179,Yes,Tablet
V01469,U0352,S199,2023-01-06,105,No,TV
V01470,U0635,S245,2023-06-05,172,No,Mobile
V01471,U0033,S256,2023-12-14,91,No,Laptop
V01472,U0718,S243,2023-01-16,108,No,Mobile
V01473,U0702,S252,2023-08-05,16,No,Tablet
V01474,U0778,S045,2023-01-20,131,No,Laptop
V01475,U0085,S126,2023-10-06,171,Yes,Mobile
V01476,U0768,S173,2023-08-21,71,No,Tablet
V01477,U0318,S283,2023-01-18,125,No,TV
V01478,U0098,S006,2023-11-11,42,No,Mobile
V01479,U0071,S258,2023-09-17,56,No,Tablet
V01480,U0549,S025,2023-05-21,74,No,Mobile
V01481,U0179,S232,2023-12-24,85,No,TV
V01482,U0616,S170,2023-01-21,119,No,Mobile
V01483,U0079,S102,2023-12-18,133,Yes,Tablet
V01484,U0397,S091,2023-05-08,106,Yes,Mobile
V01485,U0229,S175,2023-06-04,159,Yes,Tablet
V01486,U0718,S060,2023-04-28,35,No,TV
V01487,U0759,S289,2023-03-13,16,Yes,Tablet
V01488,U0716,S221,2023-09-12,15,No,Laptop
V01489,U0429,S243,2023-11-22,18,Yes,Laptop
V01490,U0069,S034,2023-08-12,32,No,Laptop
V01491,U0487,S206,2023-12-07,139,No,TV
V01492,U0025,S083,2023-03-12,32,Yes,TV
V01493,U0457,S280,2023-12-07,105,Yes,Laptop
V01494,U0673,S095,2023-09-02,159,Yes,Tablet
V01495,U0238,S104,2023-03-01,47,Yes,Laptop
V01496,U0012,S191,2023-03-10,25,No,Mobile
V01497,U0600,S272,2023-02-27,12,No,Laptop
V01498,U0250,S246,2023-03-12,64,No,TV
V01499,U0490,S246,2023-12-06,64,No,Mobile
V01500,U0567,S278,2023-03-30,28,No,TV
V01501,U0523,S075,2023-12-08,27,Yes,Tablet
V01502,U0580,S085,2023-09-20,73,Yes,Tablet
V01503,U0231,S135,2023-11-17,114,No,Mobile
V01504,U0329,S203,2023-08-10,17,Yes,TV
V01505,U0401,S231,2023-12-10,165,No,TV
V01506,U0630,S261,2023-03-07,114,No,TV
V01507,U0510,S039,2023-05-04,120,No,Mobile
V01508,U0576,S044,2023-08-02,47,Yes,Mobile
V01509,U0403,S144,2023-07-09,128,No,Laptop
V01510,U0316,S241,2023-06-05,140,No,Tablet
V01511,U0481,S173,2023-07-17,33,Yes,Tablet
V01512,U0258,S138,2023-06-25,79,Yes,Laptop
V01513,U0321,S166,2023-11-01,71,Yes,TV
V01514,U0197,S172,2023-06-28,142,No,Tablet
V01515,U0613,S218,2023-05-23,178,No,TV
V01516,U0789,S152,2023-11-10,58,Yes,Laptop
V01517,U0210,S237,2023-12-31,158,No,TV
V01518,U0654,S127,2023-03-02,62,No,Laptop
V01519,U0384,S126,2023-04-04,110,No,Tablet
V01520,U0551,S175,2023-05-19,47,No,Laptop
